source,category,gender,age_unit,age,l,m,s,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-13-weeks_zscores.xlsx,age,female,week,10,0.13769999999999999,15.987399999999999,0.09332,12,13.2,14.6,16,17.5,19.2,21
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-13-weeks_zscores.xlsx,age,female,week,11,0.1118,16.127700000000001,0.093039999999999998,12.1,13.4,14.7,16.100000000000001,17.7,19.399999999999999,21.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-13-weeks_zscores.xlsx,age,female,week,12,0.0877,16.2485,0.092789999999999997,12.3,13.5,14.8,16.2,17.8,19.5,21.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-13-weeks_zscores.xlsx,age,female,week,13,0.065199999999999994,16.353100000000001,0.092549999999999993,12.4,13.6,14.9,16.399999999999999,17.899999999999999,19.7,21.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,0,-0.063100000000000003,13.3363,0.092719999999999997,10.1,11.1,12.2,13.3,14.6,16.100000000000001,17.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,1,0.3448,14.5679,0.095560000000000006,10.8,12,13.2,14.6,16,17.5,19.100000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,2,0.1749,15.767899999999999,0.093710000000000002,11.8,13,14.3,15.8,17.3,19,20.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,3,0.064299999999999996,16.357399999999998,0.092539999999999997,12.4,13.6,14.9,16.399999999999999,17.899999999999999,19.7,21.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,4,-0.019099999999999999,16.670300000000001,0.091660000000000005,12.7,13.9,15.2,16.7,18.3,20,22
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,5,-0.086400000000000005,16.8386,0.090959999999999999,12.9,14.1,15.4,16.8,18.399999999999999,20.2,22.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,6,-0.1429,16.908300000000001,0.090359999999999996,13,14.1,15.5,16.899999999999999,18.5,20.3,22.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,7,-0.19159999999999999,16.902000000000001,0.089840000000000003,13,14.2,15.5,16.899999999999999,18.5,20.3,22.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,8,-0.2344,16.840399999999999,0.089389999999999997,13,14.1,15.4,16.8,18.399999999999999,20.2,22.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,9,-0.27250000000000002,16.740600000000001,0.088980000000000004,12.9,14.1,15.3,16.7,18.3,20.100000000000001,22.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,10,-0.30680000000000002,16.618400000000001,0.088609999999999994,12.9,14,15.2,16.600000000000001,18.2,19.899999999999999,21.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,11,-0.33810000000000001,16.487500000000001,0.088279999999999997,12.8,13.9,15.1,16.5,18,19.8,21.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,12,-0.36670000000000003,16.3568,0.087970000000000007,12.7,13.8,15,16.399999999999999,17.899999999999999,19.600000000000001,21.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,13,-0.39319999999999999,16.231100000000001,0.087679999999999994,12.6,13.7,14.9,16.2,17.7,19.5,21.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,14,-0.41770000000000002,16.1128,0.087410000000000002,12.6,13.6,14.8,16.100000000000001,17.600000000000001,19.3,21.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,15,-0.44069999999999998,16.002800000000001,0.087160000000000001,12.5,13.5,14.7,16,17.5,19.2,21.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,16,-0.46229999999999999,15.9017,0.086929999999999993,12.4,13.5,14.6,15.9,17.399999999999999,19.100000000000001,21
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,17,-0.48249999999999998,15.8096,0.086709999999999995,12.4,13.4,14.5,15.8,17.3,18.899999999999999,20.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,18,-0.50170000000000003,15.7263,0.086499999999999994,12.3,13.3,14.4,15.7,17.2,18.8,20.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,19,-0.51990000000000003,15.6517,0.086300000000000002,12.3,13.3,14.4,15.7,17.100000000000001,18.8,20.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,20,-0.53720000000000001,15.5855,0.086120000000000002,12.2,13.2,14.3,15.6,17,18.7,20.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,21,-0.55369999999999997,15.527799999999999,0.085940000000000003,12.2,13.2,14.3,15.5,17,18.600000000000001,20.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,22,-0.56950000000000001,15.4787,0.085769999999999999,12.2,13.1,14.2,15.5,16.899999999999999,18.5,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,23,-0.58460000000000001,15.438000000000001,0.085599999999999996,12.2,13.1,14.2,15.4,16.899999999999999,18.5,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_0-to-2-years_zscores.xlsx,age,female,month,24,-0.59889999999999999,15.405200000000001,0.085449999999999998,12.1,13.1,14.2,15.4,16.8,18.399999999999999,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,24,-0.56840000000000002,15.6881,0.084540000000000004,12.4,13.3,14.4,15.7,17.100000000000001,18.7,20.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,25,-0.56840000000000002,15.659000000000001,0.084519999999999998,12.4,13.3,14.4,15.7,17.100000000000001,18.7,20.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,26,-0.56840000000000002,15.630800000000001,0.084489999999999996,12.3,13.3,14.4,15.6,17,18.7,20.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,27,-0.56840000000000002,15.6037,0.084459999999999993,12.3,13.3,14.4,15.6,17,18.600000000000001,20.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,28,-0.56840000000000002,15.5777,0.084440000000000001,12.3,13.3,14.3,15.6,17,18.600000000000001,20.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,29,-0.56840000000000002,15.552300000000001,0.084430000000000005,12.3,13.2,14.3,15.6,17,18.600000000000001,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,30,-0.56840000000000002,15.5276,0.084440000000000001,12.3,13.2,14.3,15.5,16.899999999999999,18.5,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,31,-0.56840000000000002,15.503399999999999,0.08448,12.2,13.2,14.3,15.5,16.899999999999999,18.5,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,32,-0.56840000000000002,15.479799999999999,0.08455,12.2,13.2,14.3,15.5,16.899999999999999,18.5,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,33,-0.56840000000000002,15.4572,0.084669999999999995,12.2,13.1,14.2,15.5,16.899999999999999,18.5,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,34,-0.56840000000000002,15.435600000000001,0.084839999999999999,12.2,13.1,14.2,15.4,16.8,18.5,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,35,-0.56840000000000002,15.4155,0.085059999999999997,12.1,13.1,14.2,15.4,16.8,18.399999999999999,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,36,-0.56840000000000002,15.396800000000001,0.085349999999999995,12.1,13.1,14.2,15.4,16.8,18.399999999999999,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,37,-0.56840000000000002,15.3796,0.085690000000000002,12.1,13.1,14.1,15.4,16.8,18.399999999999999,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,38,-0.56840000000000002,15.363799999999999,0.08609,12.1,13,14.1,15.4,16.8,18.399999999999999,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,39,-0.56840000000000002,15.349299999999999,0.086540000000000006,12,13,14.1,15.3,16.8,18.399999999999999,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,40,-0.56840000000000002,15.335800000000001,0.087040000000000006,12,13,14.1,15.3,16.8,18.399999999999999,20.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,41,-0.56840000000000002,15.3233,0.087569999999999995,12,13,14.1,15.3,16.8,18.399999999999999,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,42,-0.56840000000000002,15.3116,0.08813,12,12.9,14,15.3,16.8,18.399999999999999,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,43,-0.56840000000000002,15.300700000000001,0.088719999999999993,11.9,12.9,14,15.3,16.8,18.399999999999999,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,44,-0.56840000000000002,15.2905,0.08931,11.9,12.9,14,15.3,16.8,18.5,20.399999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,45,-0.56840000000000002,15.2814,0.089910000000000004,11.9,12.9,14,15.3,16.8,18.5,20.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,46,-0.56840000000000002,15.273199999999999,0.090509999999999993,11.9,12.9,14,15.3,16.8,18.5,20.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,47,-0.56840000000000002,15.2661,0.0911,11.8,12.8,14,15.3,16.8,18.5,20.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,48,-0.56840000000000002,15.260199999999999,0.091679999999999998,11.8,12.8,14,15.3,16.8,18.5,20.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,49,-0.56840000000000002,15.255599999999999,0.092270000000000005,11.8,12.8,13.9,15.3,16.8,18.5,20.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,50,-0.56840000000000002,15.2523,0.092859999999999998,11.8,12.8,13.9,15.3,16.8,18.600000000000001,20.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,51,-0.56840000000000002,15.250299999999999,0.093450000000000005,11.8,12.8,13.9,15.3,16.8,18.600000000000001,20.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,52,-0.56840000000000002,15.249599999999999,0.094030000000000002,11.7,12.8,13.9,15.2,16.8,18.600000000000001,20.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,53,-0.56840000000000002,15.2502,0.094600000000000004,11.7,12.7,13.9,15.3,16.8,18.600000000000001,20.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,54,-0.56840000000000002,15.251899999999999,0.095149999999999998,11.7,12.7,13.9,15.3,16.8,18.7,20.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,55,-0.56840000000000002,15.2544,0.095680000000000001,11.7,12.7,13.9,15.3,16.8,18.7,20.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,56,-0.56840000000000002,15.2575,0.096180000000000002,11.7,12.7,13.9,15.3,16.8,18.7,20.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,57,-0.56840000000000002,15.261200000000001,0.09665,11.7,12.7,13.9,15.3,16.899999999999999,18.7,21
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,58,-0.56840000000000002,15.2653,0.097089999999999996,11.7,12.7,13.9,15.3,16.899999999999999,18.8,21
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,59,-0.56840000000000002,15.2698,0.097500000000000003,11.6,12.7,13.9,15.3,16.899999999999999,18.8,21
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/body-mass-index-for-age/bmi_girls_2-to-5-years_zscores.xlsx,age,female,month,60,-0.56840000000000002,15.274699999999999,0.097890000000000005,11.6,12.7,13.9,15.3,16.899999999999999,18.8,21.1
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,61,-0.88859999999999995,15.2441,0.096920000000000006,11.77,12.747999999999999,13.891,15.244,16.87,18.858000000000001,21.34
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,62,-0.90680000000000005,15.243399999999999,0.097379999999999994,11.763,12.741,13.885,15.243,16.879000000000001,18.885999999999999,21.402999999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,63,-0.92479999999999996,15.2433,0.09783,11.757,12.734,13.881,15.243,16.888999999999999,18.914999999999999,21.468
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,64,-0.94269999999999998,15.2438,0.098290000000000002,11.752000000000001,12.728,13.875999999999999,15.244,16.899999999999999,18.946000000000002,21.535
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,65,-0.96050000000000002,15.2448,0.098750000000000004,11.746,12.723000000000001,13.872,15.244999999999999,16.911000000000001,18.977,21.603000000000002
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,66,-0.97799999999999998,15.2464,0.099199999999999997,11.742000000000001,12.718,13.869,15.246,16.922999999999998,19.009,21.672999999999998
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,67,-0.99539999999999995,15.248699999999999,0.099659999999999999,11.737,12.714,13.866,15.249000000000001,16.936,19.042000000000002,21.745000000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,68,-1.0125999999999999,15.2516,0.10012,11.733000000000001,12.71,13.864000000000001,15.252000000000001,16.95,19.077000000000002,21.818999999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,69,-1.0296000000000001,15.255100000000001,0.10058,11.73,12.706,13.863,15.255000000000001,16.963999999999999,19.111999999999998,21.895
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,70,-1.0464,15.2592,0.10104,11.727,12.702999999999999,13.862,15.259,16.978999999999999,19.148,21.972999999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,71,-1.0629999999999999,15.264099999999999,0.10149,11.725,12.701000000000001,13.862,15.263999999999999,16.995000000000001,19.184999999999999,22.050999999999998
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,72,-1.0793999999999999,15.2697,0.10195,11.723000000000001,12.7,13.862,15.27,17.010999999999999,19.224,22.132999999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,73,-1.0955999999999999,15.276,0.10241,11.722,12.699,13.863,15.276,17.029,19.263999999999999,22.216999999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,74,-1.1114999999999999,15.283099999999999,0.10287,11.721,12.698,13.865,15.282999999999999,17.047000000000001,19.305,22.303000000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,75,-1.1272,15.2911,0.10333000000000001,11.721,12.699,13.867000000000001,15.291,17.067,19.347000000000001,22.390999999999998
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,76,-1.1427,15.299799999999999,0.10378999999999999,11.722,12.7,13.87,15.3,17.087,19.390999999999998,22.481000000000002
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,77,-1.1578999999999999,15.3095,0.10425,11.723000000000001,12.701000000000001,13.874000000000001,15.31,17.108000000000001,19.436,22.574000000000002
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,78,-1.1728000000000001,15.32,0.10471,11.725,12.704000000000001,13.879,15.32,17.131,19.481999999999999,22.667999999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,79,-1.1875,15.3314,0.10517,11.727,12.707000000000001,13.885,15.331,17.154,19.529,22.765999999999998
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,80,-1.2019,15.3439,0.10562000000000001,11.731,12.711,13.891999999999999,15.343999999999999,17.178999999999998,19.577999999999999,22.864000000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,81,-1.216,15.357200000000001,0.10607999999999999,11.734999999999999,12.715999999999999,13.898999999999999,15.356999999999999,17.204000000000001,19.628,22.966000000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,82,-1.2298,15.371700000000001,0.10654,11.74,12.721,13.907,15.372,17.231000000000002,19.68,23.071000000000002
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,83,-1.2433000000000001,15.3871,0.107,11.744999999999999,12.728,13.916,15.387,17.259,19.734000000000002,23.178000000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,84,-1.2565,15.403600000000001,0.10746,11.750999999999999,12.734999999999999,13.927,15.404,17.289000000000001,19.789000000000001,23.286999999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/bmi-for-age-(5-19-years)/bmi-girls-z-who-2007-exp.xlsx,age,female,month,85,-1.2693000000000001,15.421099999999999,0.10792,11.757999999999999,12.743,13.938000000000001,15.420999999999999,17.318999999999999,19.844999999999999,23.399000000000001
